,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
2010,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,1713,0,38,101,105,118,137,72
2011,DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,1713,1,150,320,98,2,0,0
2012,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,1710,1,27,1,32,240,175,94
2013,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,1710,0,18,79,100,131,134,108
2014,PaymentsToAcquireBusinessesGross,1710,1,31,52,78,129,158,121
2015,EnvironmentalRemediationExpense,1710,0,65,94,117,122,116,56
2016,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,1707,0,29,112,129,145,134,20
2017,DueFromEmployeesCurrent,1704,0,53,112,136,121,108,38
2018,EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,1698,0,52,102,117,124,125,46
2019,DeferredRevenueAndCreditsNoncurrent,1698,0,84,108,126,105,93,50
2020,RetailRelatedInventoryMerchandise,1695,0,53,96,121,119,121,55
2021,OtherCommitmentDueInThirdYear,1695,0,0,90,133,136,145,61
2022,LifeInsuranceCorporateOrBankOwnedChangeInValue,1692,0,25,104,108,115,115,97
2023,AssetManagementFees1,1692,0,3,1,66,189,201,104
2024,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,1692,0,32,117,130,129,91,65
2025,MaintenanceCosts,1689,1,81,119,112,108,98,44
2026,SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,1686,0,101,301,157,3,0,0
2027,LoansAndLeasesReceivableOther,1686,0,44,110,145,130,101,32
2028,CapitalizedComputerSoftwareAdditions,1686,0,17,72,112,128,144,89
2029,AcquisitionCosts,1686,0,50,106,126,118,107,55
2030,LoansAndLeasesReceivableConsumerOther,1680,0,44,106,128,126,108,48
2031,TenantImprovements,1680,0,47,112,103,108,127,63
2032,FairValueAssumptionsExpectedDividendRate,1677,0,0,40,141,135,151,92
2033,LiabilityForClaimsAndClaimsAdjustmentExpensePropertyCasualtyLiability,1677,0,86,108,110,107,102,46
2034,GainLossOnCashFlowHedgeIneffectivenessNet,1677,0,76,88,89,106,128,72
2035,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,1677,0,0,93,123,142,144,57
2036,AccruedFeesAndOtherRevenueReceivable,1674,0,53,102,109,120,125,49
2037,CostOfServicesMaintenanceCosts,1674,1,71,99,101,103,114,69
2038,StockIssuedDuringPeriodValueRestrictedStockAwardGross,1671,1,23,84,107,112,123,107
2039,PremiumsEarnedNetPropertyAndCasualty,1668,0,81,114,110,101,102,48
2040,PrepaidAdvertising,1668,0,37,103,120,113,140,43
2041,IncreaseDecreaseInDueToAffiliates,1668,0,45,84,97,106,112,112
2042,SharesPaidForTaxWithholdingForShareBasedCompensation,1668,0,22,78,106,131,125,94
2043,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,1665,0,48,98,107,116,102,84
2044,CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,1665,0,67,120,101,111,111,45
2045,FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromFourToFiveYearsOfBalanceSheetDate,1665,0,6,108,131,136,139,35
2046,InterestReceivableAndOtherAssets,1665,0,0,70,119,152,146,68
2047,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,1665,0,0,0,25,143,241,146
2048,DeferredIncomeTaxesAndOtherAssetsCurrent,1662,0,35,101,124,152,113,29
2049,RevenueOilAndGasServices,1662,0,79,95,112,105,111,52
2050,PrepaidExpenseOtherNoncurrent,1662,0,64,107,120,114,107,42
2051,FiniteLivedCustomerRelationshipsGross,1659,0,35,107,131,116,112,52
2052,LongTermInvestmentsAndReceivablesNet,1659,0,87,94,99,107,115,51
2053,OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,1656,0,54,107,116,114,104,57
2054,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,1653,0,43,110,129,125,103,41
2055,CargoAndFreightRevenue,1653,0,104,117,105,92,86,47
2056,FeesAndCommissionsMortgageBankingAndServicing,1650,0,28,74,106,127,141,74
2057,LoansAndLeasesReceivableNetReportedAmountCoveredAndNotCovered,1650,0,0,62,134,146,144,64
2058,FairValueAssumptionsExercisePrice,1650,0,0,76,106,136,177,55
2059,EnergyRelatedInventoryNaturalGasInStorage,1650,1,77,100,103,101,113,55
2060,FutureAmortizationExpenseYearOne,1647,5,184,345,13,2,0,0
2061,AccruedRentNoncurrent,1647,1,46,90,118,118,122,54
2062,DividendsPayableAmount,1644,2,353,190,1,2,0,0
2063,OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,1644,0,224,311,13,0,0,0
2064,OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,1641,0,0,93,138,143,124,49
2065,AmortizationOfMortgageServicingRightsMSRs,1641,0,29,90,106,120,127,75
2066,DebtRelatedCommitmentFeesAndDebtIssuanceCosts,1641,1,63,95,111,117,100,60
2067,OtherLongTermNotesPayable,1641,0,60,96,98,127,123,43
2068,ContractReceivableRetainage,1638,0,41,108,120,124,107,46
2069,DeferredTaxLiabilitiesFinancingArrangements,1638,0,43,108,118,131,134,12
2070,DefinedBenefitPlanActuarialGainLoss,1638,0,0,113,174,119,95,45
2071,NotesPayableRelatedPartiesCurrent,1635,0,176,270,92,7,0,0
2072,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,1635,0,52,93,108,111,128,53
2073,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,1632,0,0,0,27,144,236,137
2074,LimitedPartnersCapitalAccountUnitsAuthorized,1632,0,88,132,112,96,87,29
2075,IncreaseDecreaseInDeferredCompensation,1632,0,38,108,116,101,104,77
2076,IncreaseDecreaseInDeferredPolicyAcquisitionCosts,1629,0,49,106,99,101,104,84
2077,EquityMethodInvestmentAggregateCost,1629,0,45,107,133,111,106,41
2078,ProceedsFromRepaymentsOfNotesPayable,1629,0,38,118,115,99,100,73
2079,AssetsHeldInTrust,1626,0,43,80,127,131,110,51
2080,AlternativeInvestmentsFairValueDisclosure,1623,0,36,82,83,111,139,90
2081,PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,1620,0,23,100,124,125,121,47
2082,LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,1620,0,7,57,119,124,137,96
2083,TimeDeposits100000OrMoreDomestic,1617,0,40,114,137,138,99,11
2084,PurchaseObligationDueInFourthYear,1614,0,0,65,104,152,154,63
2085,InterestIncomeSecuritiesStateAndMunicipal,1614,0,69,113,113,100,96,47
2086,InterestCreditedToPolicyholdersAccountBalances,1611,0,73,108,107,102,100,47
2087,TimeDepositsAtCarryingValue,1611,0,63,101,109,111,103,50
2088,StandardProductWarrantyAccrualPreexistingIncreaseDecrease,1611,2,34,86,115,109,116,75
2089,HeldToMaturitySecuritiesNoncurrent,1611,0,110,134,101,86,74,32
2090,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,1611,0,332,155,22,28,0,0
2091,ReinsuranceReceivablesPaidLossesRecoverable,1608,0,82,120,120,100,92,22
2092,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,1605,2,83,107,132,94,74,43
2093,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,1605,0,67,107,116,94,82,69
2094,CostOfOtherPropertyOperatingExpense,1602,0,51,87,98,119,125,54
2095,DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,1602,0,84,116,86,117,99,32
2096,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,1602,0,37,107,119,138,122,11
2097,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,1599,1,100,207,159,63,3,0
2098,GoodwillAndIntangibleAssetImpairment,1599,0,32,84,112,116,112,77
2099,DeferredIncomeTaxesAndOtherAssetsNoncurrent,1599,0,53,96,116,118,110,40
2100,GoodwillPeriodIncreaseDecrease,1596,0,25,84,112,105,124,82
2101,DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,1596,1,48,104,131,119,92,37
2102,DebtIssuanceCosts,1593,0,0,31,129,113,165,93
2103,FinancialServicesCosts,1593,0,53,104,121,110,92,51
2104,NumberOfStatesInWhichEntityOperates,1590,0,49,119,96,96,114,56
2105,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,1590,0,0,94,126,144,121,45
2106,UnrealizedGainLossOnDerivativesAndCommodityContracts,1587,0,44,101,113,93,106,72
2107,StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,1587,0,23,90,113,158,136,9
2108,CostOfServicesExcludingDepreciationDepletionAndAmortization,1584,0,22,63,94,121,150,78
2109,PaymentsToAcquireOtherProductiveAssets,1584,2,58,103,95,97,101,72
2110,CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,1584,0,50,101,99,107,114,57
2111,CostOfPurchasedOilAndGas,1581,0,91,92,108,99,88,49
2112,DeferredCompensationArrangementWithIndividualCompensationExpense,1581,0,34,114,115,110,105,49
2113,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,1581,0,235,286,6,0,0,0
2114,FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,1578,0,5,64,120,124,139,74
2115,LoansAndLeasesReceivableConsumerHomeEquity,1578,0,41,99,119,106,112,49
2116,InventoryFinishedGoodsAndWorkInProcess,1578,1,60,115,117,98,91,44
2117,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,1575,0,26,94,125,131,123,26
2118,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,1575,0,0,0,62,193,182,88
2119,DeferredTaxAssetsTaxDeferredExpense,1575,0,23,111,131,122,120,18
2120,FutureAmortizationExpenseYearFive,1572,5,172,332,13,2,0,0
2121,BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,1572,0,31,95,113,123,105,57
2122,CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,1572,0,31,108,100,113,124,48
2123,PrepaidExpense,1572,0,179,249,89,7,0,0
2124,UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,1569,0,58,105,113,109,87,51
2125,StockholdersEquityNoteSubscriptionsReceivable,1569,0,51,104,127,118,82,41
2126,AllowanceForLoanAndLeaseLossesWriteoffsNet,1569,0,0,0,39,172,202,110
2127,FiniteLivedCoreDepositsGross,1566,0,55,109,93,97,121,47
2128,PaymentsToDevelopSoftware,1563,1,34,87,89,104,116,90
2129,GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,1563,0,62,112,108,108,88,43
2130,ProceedsFromIssuanceOfSecuredDebt,1560,0,33,89,106,94,104,94
2131,InterestCostsIncurredCapitalized,1560,0,41,111,109,104,100,55
2132,HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,1557,0,62,242,201,14,0,0
2133,ServicingAsset,1557,0,0,27,92,141,174,85
2134,InvestmentBankingRevenue,1557,0,66,97,95,106,101,54
2135,CreditDerivativeMaximumExposureUndiscounted,1554,0,44,45,92,123,142,72
2136,CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,1554,0,35,90,100,121,124,48
2137,FinancingReceivableModificationsPreModificationRecordedInvestment1,1554,0,0,318,186,13,1,0
2138,ConstructionPayableCurrentAndNoncurrent,1551,0,29,97,112,114,113,52
2139,ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,1551,1,36,94,119,107,117,43
2140,OtherPolicyholderFunds,1551,0,73,102,101,101,98,42
2141,LongTermAccountsNotesAndLoansReceivableNetNoncurrent,1551,0,65,88,105,113,96,50
2142,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,1551,1,52,73,110,124,105,52
2143,MineralRights,1548,0,68,119,143,105,59,22
2144,CostOfGoodsSoldDepreciationDepletionAndAmortization,1548,0,49,93,110,108,105,51
2145,CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,1548,0,34,86,122,130,103,41
2146,DeferredRevenueRevenueRecognized,1545,0,24,83,131,124,115,38
2147,InterestRateCashFlowHedgeLiabilityAtFairValue,1545,0,63,112,128,83,85,44
2148,GainLossOnSaleOfOtherInvestments,1545,0,50,90,101,105,109,60
2149,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,1542,0,0,0,94,169,166,85
2150,TradingSecuritiesCost,1542,0,31,101,110,116,106,50
2151,ObligationToReturnSecuritiesReceivedAsCollateral,1539,0,52,91,120,109,101,40
2152,CashAcquiredFromAcquisition,1539,0,46,110,100,106,85,66
2153,IncreaseDecreaseInTradingSecurities,1539,0,60,95,84,102,97,75
2154,DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,1539,0,26,94,116,135,126,16
2155,LoansAndLeasesReceivableConsumerRealEstate,1539,0,36,103,121,107,100,46
2156,AssetRetirementObligationRevisionOfEstimate,1539,0,24,68,102,121,119,79
2157,ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,1539,0,19,110,99,96,104,85
2158,DefinedBenefitPensionPlanLiabilitiesCurrent,1536,0,38,88,103,101,129,53
2159,FederalHomeLoanBankAdvancesShortTerm,1536,1,78,152,176,98,7,0
2160,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,1530,1,244,260,5,0,0,0
2161,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,1530,1,47,95,103,100,87,77
2162,SecuritiesLoaned,1530,0,73,81,98,102,100,56
2163,IncreaseDecreaseInDepositOtherAssets,1530,0,36,98,87,101,103,85
2164,CustomerRefundLiabilityCurrent,1527,0,23,67,107,128,123,61
2165,WorkersCompensationLiabilityNoncurrent,1527,0,55,96,97,103,104,54
2166,NumberOfOperatingSegments,1527,0,0,44,114,131,119,101
2167,EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,1527,0,34,100,100,112,105,58
2168,MarketableSecuritiesEquitySecurities,1527,0,56,87,105,117,105,39
2169,ProceedsFromIncomeTaxRefunds,1527,1,41,96,96,106,93,76
2170,AllowanceForDoubtfulAccountsReceivableWriteOffs,1527,0,0,1,64,164,175,105
2171,BusinessAcquisitionPercentageOfVotingInterestsAcquired,1527,0,55,123,101,105,96,29
2172,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsAndTax,1524,0,0,37,135,132,138,66
2173,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,1524,0,13,57,135,104,128,71
2174,EnergyRelatedInventoryPetroleum,1524,0,20,82,114,115,123,54
2175,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,1521,1,23,80,102,109,131,61
2176,ProgressPaymentsNettedAgainstInventoryForLongTermContractsOrPrograms,1521,0,42,92,109,102,105,57
2177,OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,1518,0,0,80,128,127,114,57
2178,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,1518,0,0,0,66,151,209,80
2179,LongtermDebtPercentageBearingFixedInterestAmount,1518,0,17,112,107,110,110,50
2180,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,1515,0,0,1,51,177,177,99
2181,AccruedRentCurrentAndNoncurrent,1512,0,14,84,116,115,121,54
2182,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToParent,1509,0,17,78,110,101,125,72
2183,IncurredClaimsPropertyCasualtyAndLiability,1509,0,82,94,95,93,92,47
2184,GainLossOnContractTermination,1509,0,62,107,87,77,96,74
2185,StockIssuedDuringPeriodValueOther,1509,0,28,87,110,113,94,71
2186,DebtInstrumentInterestRateDuringPeriod,1509,0,17,68,130,122,109,57
2187,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,1509,0,0,79,108,133,132,51
2188,AssetsHeldInTrustNoncurrent,1506,0,59,87,86,87,109,74
2189,IncreaseDecreaseInBillingInExcessOfCostOfEarnings,1503,0,40,96,103,95,91,76
2190,LoansReceivableCommercialConstruction,1503,0,43,97,112,114,99,36
2191,LineOfCreditFacilityInterestRateDuringPeriod,1500,0,15,79,129,98,113,66
2192,OtherDeferredCreditsCurrent,1500,1,59,97,107,99,97,40
2193,DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,1497,0,42,89,105,108,107,48
2194,UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,1497,0,35,156,208,92,8,0
2195,PublicUtilitiesInventory,1497,0,41,83,103,110,112,50
2196,CommonStockOtherValueOutstanding,1494,0,36,98,109,113,101,41
2197,UtilitiesOperatingExpenseMaintenanceOperationsAndOtherCostsAndExpenses,1488,0,26,71,93,119,130,57
2198,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,1488,0,0,63,87,126,146,74
2199,DeferredTaxAssetsEquityMethodInvestments,1485,0,42,97,116,118,109,13
2200,IncreaseDecreaseInUnearnedPremiums,1482,0,55,92,82,93,97,75
2201,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,1482,1,24,0,31,213,141,84
2202,IncomeLossIncludingPortionAttributableToNoncontrollingInterest,1482,0,37,97,109,109,89,53
2203,NotesPayableToBank,1482,0,31,88,108,115,107,45
2204,InsuranceCommissions,1482,0,63,85,99,99,97,51
2205,OtherNonrecurringIncomeExpense,1479,0,38,80,95,86,121,73
2206,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,1476,0,10,72,95,106,116,93
2207,VariableInterestEntityNonconsolidatedCarryingAmountLiabilities,1476,0,34,99,97,97,99,66
2208,AllowanceForNotesAndLoansReceivableNoncurrent,1476,1,59,98,105,97,89,43
2209,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,1476,0,52,103,118,88,90,41
2210,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,1473,0,241,241,9,0,0,0
2211,LoansPayableFairValueDisclosure,1473,0,32,105,90,127,97,40
2212,MinorityInterestDecreaseFromRedemptions,1467,1,38,86,88,103,99,74
2213,AmortizationOfAcquiredIntangibleAssets,1464,0,64,246,170,7,1,0
2214,PaymentsToAcquireMachineryAndEquipment,1461,0,50,108,96,94,81,58
2215,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,1461,0,0,80,103,123,131,50
2216,OtherDirectCostsOfHotels,1458,0,40,77,91,111,112,55
2217,TradingSecuritiesFairValueDisclosure,1458,0,95,261,128,2,0,0
2218,SubordinatedLongTermDebt,1458,2,73,99,93,97,79,43
2219,NetCashProvidedByUsedInDiscontinuedOperations,1458,1,56,90,94,97,87,61
2220,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,1455,0,0,0,61,142,203,79
2221,IncentiveFromLessor,1455,0,42,63,92,108,120,60
2222,GainOnSaleOfInvestments,1455,0,48,108,104,96,93,36
2223,IncreaseDecreaseInAccruedSalaries,1455,0,39,90,98,97,88,73
2224,OtherTaxExpenseBenefit,1452,0,51,85,101,113,85,49
2225,LoansAndLeasesReceivableGrossCarryingAmountCovered,1449,0,0,77,124,125,115,42
2226,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,1446,0,1,33,114,133,143,58
2227,InterestBearingDomesticDepositMoneyMarket,1446,0,13,77,122,111,112,47
2228,OperatingLeasesFutureMinimumPaymentsDueInRollingYearFour,1443,0,0,81,115,133,110,42
2229,BelowMarketLeaseAccumulatedAmortization,1443,0,0,0,38,120,209,114
2230,CustomerAdvancesForConstruction,1440,0,66,95,93,87,90,49
2231,CostOfGoodsSoldSubscription,1434,0,45,84,86,91,116,56
2232,HealthCareOrganizationRevenue,1431,0,48,95,94,90,97,53
2233,IncreaseDecreaseInAccountsReceivableRelatedParties,1428,0,27,83,90,94,100,82
2234,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,1428,0,23,54,89,109,123,78
2235,RepaymentsOfBankDebt,1428,1,47,96,96,87,82,67
2236,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,1425,0,0,0,0,109,250,116
2237,NuclearFuelNetOfAmortization,1425,0,82,91,87,89,86,40
2238,GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,1422,0,35,108,99,76,104,52
2239,SupplementalUnemploymentBenefitsSeveranceBenefits,1422,0,34,79,100,103,107,51
2240,CostOfGoodsSoldDirectMaterials,1422,0,57,78,98,105,92,44
2241,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,1419,2,208,250,9,4,0,0
2242,BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,1419,0,92,253,125,3,0,0
2243,UndistributedEarningsDiluted,1416,0,17,60,110,107,117,61
2244,LongtermDebtPercentageBearingVariableInterestAmount,1416,0,20,103,107,102,101,39
2245,DeferredTaxLiabilitiesDeferredExpenseDeferredPolicyAcquisitionCost,1416,0,36,87,105,111,118,15
2246,StockRepurchaseProgramAuthorizedAmount,1416,0,41,129,185,107,10,0
2247,IncreaseDecreaseInOperatingAssets,1413,0,34,95,98,88,87,69
2248,StockIssuedDuringPeriodSharesIssuedForServices,1413,0,0,54,116,140,112,49
2249,InterestAndFeeIncomeLoansAndLeasesHeldForSale,1413,0,54,89,95,91,94,48
2250,FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,1413,0,0,78,101,119,129,44
2251,DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,1413,0,37,101,105,94,96,38
2252,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,1410,0,24,96,127,88,77,58
2253,InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,1410,0,59,96,90,92,90,43
2254,HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,1410,0,0,0,46,136,181,107
2255,CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,1407,0,21,90,108,108,107,35
2256,PaymentsToAcquireAvailableForSaleSecuritiesEquity,1407,0,43,87,93,90,83,73
2257,AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,1407,0,41,88,107,91,88,54
2258,UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncomeLoss,1407,0,34,100,104,102,90,39
